,,,,Pump Price Rs/ Liter,,,,,
S.No,Customer Name,Address,City/Location,HSD,PMG,District,District 1,Province,Province
7471,GHULAM ALI FILLING STATION,SYEDWALA ROAD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7483,GREEN STARS PETROLEUM SERVICE,SHEIKUPURA GUJRANWALA ROAD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7656,Master Petroleum Service,"NEAR KALA SHAH KAKU MOTORWAY INTERCHANGE, N-5 GT ROAD",SHEIKHUPURA,127.79,117.13,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7752,NOSHAHI FILLING STATION,SHEILHUPURA SHARAKPUR ROAD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7773,POLICE WELFARE FILLING STATION,LAHORE SHEIKPURA SARGODHA RD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7827,SAGGIAN VIEW FS,LAHORE SHEIKHUPURA ROAD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7890,SHELL MARWAT FS,SHEIKHUPURA ROAD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7945,SUPER KHYBER FILLING STATION,"21 KM ,OPPOSITE MADINA COLONY, SHEIKHUPURA ROAD",SHEIKHUPURA,127.78,117.12,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7995,USMAN FILLING STN SHEIKUPURA,LAHORE ROAD,SHEIKHUPURA,127.76,117.11,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
8971,RAZAKHEL TRUCKING STATION,GT ROAD KALA SHAH KAKU,SHEIKHUPURA,87.49,78.14,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
8973,FAISAL ADNAN TRUCKING STATION,KM 13 G.T.ROAD RANA TOWN,SHEIKHUPURA,87.51,78.16,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
8976,AZIZ TRUCKING STATION,G T ROAD VILLAGE KHORI,SHEIKHUPURA,87.49,78.14,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
9000,HUSSNAIN PETROLEUM,FAISALABAD - SHEIKHUPURA ROAD1 KM FROM TOLL PLAZA FEROZEWATWAN,SHEIKHUPURA,87.41,78.06,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
9002,BABARKET SERVICE STN,"33 KM LAHORE-SHEIKHUPURA ROADNEAR SHEIKHUPURA BYPASS, SHEIKHUPURA",SHEIKHUPURA,87.41,78.06,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
9003,SHEERAZ TRUCKING STATION,"Near Machikay Terminal, Sheikhupura",SHEIKHUPURA,87.41,78.06,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
9135,S.K. SERVICE CENTRE,"KM 3 & 4, SHEIKHUPURA- GUJRANWALA RD, NEAR MOTORWAY TOLL PLAZA, SHEIKHUPURA",SHEIKHUPURA,87.41,78.06,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
9181,PUNJAB PETROLEUM SERVICE,"31 KM, LAHORE SHEIKHUPURA RD.SHEIKHUPURA",SHEIKHUPURA,87.41,78.06,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
9307,MIAN PETROLEUM - SKPR,"FAISALABAD ROAD, BATTI CHOWKSHEIKHUPURA CITY",SHEIKHUPURA,87.41,78.06,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
9329,FEMTECH PETROLEUM,"CH. MILL STOP, NEAR ICI, LAHORE – SHEIKHUPURA ROAD",SHEIKHUPURA,87.41,78.06,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
9347,GUJJAR PETROLEUM,"32-33 KM SHEIKHUPURA – HAFIZABAD ROAD, DISTT. SHEIKHUPURA",SHEIKHUPURA,87.41,78.06,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
9373,MUBARAK FILLING STATION,"10-KM SHEIKHUPURA LAHORE ROAD, KOT ABDUL MALIK",SHEIKHUPURA,87.41,78.06,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4918,LATIF FILLING STATION,4/1 G T ROADFEROZWATWANDISTT SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4919,SAID WAHEED BROTHERS,13/2 G T ROADKALASHAH KAKUDISTT SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4920,SHAHBAZ PET SERVICE,FAROOQABADDISTT SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4922,RIAZ FILLING STATION,DHOKA MANDI FAIZABADDISTT SHEIKHUPURA,,127.80,117.14,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4927,AL-NOOR FILL STATION,75/3 KM LHR/SRGRDKHANQAH DOGRANDISTT SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4930,KHALIQ FILL STATION,LHR ROAD KM-30/29DISTT SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4932,AL-KHAN PETROLEUM SER,20/21 LHR/SHPRMANDIALISHEIKHUPURADISTT SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4934,HAYAT FILLING STN,MILE-21/22 HFBD-SKP RDAJAINWALA SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
5042,SHAH MUHAMMAD P/S,RANA TOWN ROAD AHDIAN DIST- SHEIKHUPURA,,127.98,117.32,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
5058,KARMANWALA FUEL SERVICES,"MOMINPURA 15 KM, SHEIKHUPURA",,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
5063,BLACK GOLD F/S.,MUZA GHAZIMINAKA SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
5081,IMRAN PETROLEUM SERVICE,LAHORE-SHARAQPUR NANKANA ROAD SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
5089,HIRAN MINAR P/S,SHEIKHUPURA HAFIZABAD RD NEAR BRIDGE CHAPPA MINARA SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
5121,TIPU SULTAN F/S,1-KM MOTOR WAY INTERCHANGE TO GUJRANWALA ROAD SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
5139,MOHAMMAD AMIN & BROTHR,FILLINF STN KM-7MURIDKEDISTT SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
5142,AL JANAT FILL STATION,MANDI DHABAN SINGHPHULLARWAN SHEIKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4933,NAKUDAR FILL STATION,FAIS/SHAKOT/J-WALA  RDRAJAN-SHAKOT SHEIKPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
8742,Mushtarka TAJ 12 Petroleum Services,"Situated at Between KM 1294-1295, Mouza Khori on GT Road, Muridkey",Muridkey,127.80,117.10,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4929,NEW KHAN F/STATIONN,13/2 LHR-SHP ROADDISTT SHEIKUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4915,SHABAN FILLING STATION,NANKANA SAHIBDISTT SHEKHUPURA,,127.85,117.19,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
1312,KSK CNG F/S,"At Chak No. 38, At 18 KM G.T. Road, At Khewat No. 60, Khatooni No. 74, Khasra No. 9/1, 10/5 Tehsil, Ferozewala District, Sheikhupura.",,127.54,116.88,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
1313,Muredkey Filling Station,"At Mouza Maseeta, 1-K.M From Narowal Chowk On Sheikhupura Muridkey Road",,127.58,116.92,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
7081,NEW PUNJAB FILLING STATION,NOWSHERA VIRKAN B/W KM 32/33 FROM SHIEKHUPURA,,127.75,117.09,SHEIKHUPURA,SHEIKHUPURA,Punjab,Sindh
4152,CANTT FILL STATION,KM 8 SKT/KM 10 SKT/SGJUMMU RD. MZ DALLOWALISIALKOT,,127.90,117.24,SIALKOT,SIALKOT,Punjab,Sindh
470,Mohsin Filling Station,,Head Mrala Sialkot,114.56,125.58,Sialkot,Sialkot,Punjab,Sindh
535,ALREHMAT SAGAVIEW,KM NO.45 & 46 AT MOUZA PAKKI KOTLI Daska Road NEAR SAGA SPORTS,SIALKOT,85.44,96.83,SIALKOT,SIALKOT,Punjab,Punjab
604,CHAMAN PETROLEUM,SCHOOL,SIALKOT,85.49,96.88,SIALKOT,SIALKOT,Punjab,Punjab
923,SUPER SERVICE STATION,RAILWAY ROAD UNDER FLYOVER NEAR JINNAH STADIUM,SIALKOT,85.48,96.87,SIALKOT,SIALKOT,Punjab,KPK
930,TAJ PETROLEUM - DSK,"KM NO. 17 & 18, GUJRANWALA-DASKA ROAD, MORE GALOTIAN",DASKA,85.44,96.83,SIALKOT,SIALKOT,Punjab,KPK
950,WARIS F/S,"MOUZA WAHGA KINGRA- SIALKOT ROAD,WAHGA",SIALKOT,85.54,96.94,SIALKOT,SIALKOT,Punjab,KPK
962,BHUTTA BROTHERS & CO.,"Bhalowali Chowk, Sialkot- Eminabad Road, Tehsil Daska, Sialkot",SIALKOT,85.85,97.27,SIALKOT,SIALKOT,Punjab,KPK
1314,Sindhi PET,"At mouza patti , dohata 0-km from pasroor, on pasroor Narowal road, Tehsil Pasroor Distr. Sailkot",,127.74,117.08,SIALKOT,SIALKOT,Punjab,KPK
1315,Madina Filling Station,Nawa Pind AraiyanDefence Road,,127.64,116.98,SIALKOT,SIALKOT,Punjab,KPK
1316,Naseem P/s,"At Mouza Jalalpur (Ghatto Rorha) In B/W 7-8 K.M On Sialkot-More Eminabad Road,",,127.70,117.04,SIALKOT,SIALKOT,Punjab,KPK
1317,Haq Bahoo Filling Staion,At Mouza Kanpur Jang Mor Near Adda Jang More Chaprar Road,,127.71,117.05,SIALKOT,SIALKOT,Punjab,KPK
1318,MUSTUFA F/S,"At Mouza Wahla, 3-K.M From Mundeke Chowk, On Sialkot /Emanabad Road,",,127.73,117.07,SIALKOT,SIALKOT,Punjab,KPK
1319,Goraya Filling Station,At Mouza Budha Gorraya in K.M 6 & 7 From Munday kay Gorraya Chowk On Budha Gorraya / Sattra Road,,127.80,117.14,SIALKOT,SIALKOT,Punjab,KPK
1320,Madni F/s,"At mouza Sadrah Kalan, On Saedpura-chaprar Road, in B/W 5-6K.M from Chaprar.",,127.81,117.15,SIALKOT,SIALKOT,Punjab,KPK
1321,Nagra Filling Station,"At Mouza Malokee, in B/W K.M 49-50 From Muridkey On Narowal Road",,127.85,117.19,SIALKOT,SIALKOT,Punjab,KPK
1471,A & A FILLING STATION,Daska,,127.85,117.19,SIALKOT,SIALKOT,Punjab,KPK
1476,AMEEN PETROLIUM SERVICES,"Mouza Hamza Ghaus, Pasrur Sialkot Road",,128.11,117.45,SIALKOT,SIALKOT,Punjab,KPK
1480,MADNI PETROLEUM SERVICES,"Bun Bajwa 20 k.m. from Daska on Pasrur Road, Tehsil Pasrur, Distt Sialkot",,128.03,117.37,SIALKOT,SIALKOT,Punjab,KPK
1482,SAHI FILLING STATION - B,"Dheedo Wali, Daska",,127.72,117.06,SIALKOT,SIALKOT,Punjab,KPK
1483,SAHI FILLING STATION - O,Daska Sialkot Rd. at Jassarwala,,127.86,117.20,SIALKOT,SIALKOT,Punjab,KPK
2194,SADIQ PETROLEUM,PASROOR ROAD SIALKOT TEHSIL & DISTRICT SIALKOT,,127.95,117.30,SIALKOT,SIALKOT,Punjab,KPK
2201,AWAN CNG,B/W KM 1 & 2 FROM SIALKOT ON SIALKOT BHAGOWAL PHILOURA ROAD TEHSIL & DISTRICT SIALKOT,,128.00,117.30,SIALKOT,SIALKOT,Punjab,KPK
2269,HAIDER PETROLEUM,KM 4-5 AT DASKA SAMBRIAL ROAD TEHSIL SAMBRIAL DISTRICT SIALKOT,,127.80,117.15,SIALKOT,SIALKOT,Punjab,KPK
2306,NAQSH-E-LASANI,"KINGRA CHOWK, SIALKOT ZAFARWALA ROAD TEHSIL PASROOR DISTRICT SIALKOT",,128.20,117.55,SIALKOT,SIALKOT,Punjab,KPK
2430,Usman & Jamal P/s,"Daska Pasror Road, Sialkot.",,128.00,117.35,SIALKOT,SIALKOT,Punjab,KPK
2525,ZAID PS,"KILOWALA ROAD, SAMBRIAL DISTRICT SIALKOT.",,127.85,117.20,SIALKOT,SIALKOT,Punjab,KPK
2526,AL-MADINA PS,"MOUZA TERGRA , TEHSIL DASKA , SIALKOT",,128.00,117.35,SIALKOT,SIALKOT,Punjab,KPK
2529,RANJHA PS,"ON JAMKE CHEEMA KUNDAN SIAN ROAD, TEHSIL SAMBRAI, DISTRICT SIALKOT.",,127.85,117.20,SIALKOT,SIALKOT,Punjab,KPK
2582,Madni P/s,Chawinda-Kinga-Chobara Road Near Phalora Chowk Tehsil Pasroor District Sialkot,,127.95,117.30,SIALKOT,SIALKOT,Punjab,KPK
2583,BISMILLAH P/S,"SIALKOT GONDAL ROAD MOUZA GONDAL ,SIALKOT",,127.85,117.20,SIALKOT,SIALKOT,Punjab,KPK
2629,AL-MUZZAMIL F/S,"PASROOR KALASWALA ROAD ,SIALKOT",,128.05,117.40,SIALKOT,SIALKOT,Punjab,KPK
3120,Al Zumar F/S,Mouza Khakanwali on Sialkot / Zafarwal road Tehsil Pasrur,Pasrur,127.89,117.23,SIALKOT,SIALKOT,Punjab,KPK
3121,Awan F/s.,Mouza Pathanwali Sialkot / Bhangowal Road,Sialkot,127.85,117.19,SIALKOT,SIALKOT,Punjab,KPK
3122,Zaildar Petroleum,Chak Shameer on Sialkot/Kingra road Tehsil Pasrur,Pasrur,127.89,117.23,SIALKOT,SIALKOT,Punjab,KPK
3123,Aks-e-Lasani Petroleum,Mouza Kaki Wali on Sialkot / Kingra road,Sialkot,127.85,117.19,SIALKOT,SIALKOT,Punjab,KPK
3124,Three Star Filling Station,Saidpur / Sialkot Road Tehsil & District Sialkot,Sialkot,127.92,117.26,SIALKOT,SIALKOT,Punjab,KPK
3125,Arshad Petroleum,Defence rd Nawan Pind Silakot,Sialkot,127.88,117.22,SIALKOT,SIALKOT,Punjab,KPK
3126,Aalim Sons F/s.,Mouza Adamkay Cheema Daska / Sanbrial Road Tehsil Daska,"Daska, Sialkot",127.80,117.14,SIALKOT,SIALKOT,Punjab,KPK
3127,Hunjra Guraya F/s.,Pindi Bhattian Hafizabad Road,Sialkot,127.81,117.15,SIALKOT,SIALKOT,Punjab,KPK
3128,Mehar Brother,"Mouza Chowinda KM 27/28 from Sialkot on Chowinda Sialkot road, District Sialkot",Sialkot,127.26,116.60,SIALKOT,SIALKOT,Punjab,KPK
3129,Warsi Cheema P/s.,"Mouza Raju, KM 5/6 from Hadhyana on Motra Hadhyana Road, District Sialkot.",Sialkot,127.92,117.26,SIALKOT,SIALKOT,Punjab,KPK
3130,Sardar F/s.,"Gujranwala Road, on Eminabad Road Tehsil Daska",Sialkot,127.89,117.23,SIALKOT,SIALKOT,Punjab,KPK
3131,Mushtaq F/s.,"Psrur, Sialkot",Sialkot,127.95,117.29,SIALKOT,SIALKOT,Punjab,KPK
3132,Four Star F/s.,Mouza Chaprar on Chaprar/Headmarala/Sialkot Road,Sialkot,127.93,117.27,SIALKOT,SIALKOT,Punjab,KPK
3133,Five Star F/s.,"Gondal Road, Sialkot",Sialkot,127.85,117.19,SIALKOT,SIALKOT,Punjab,KPK
3134,Sultan F/s.,Charpar Road Sialkot,Sialkot,127.87,117.21,SIALKOT,SIALKOT,Punjab,KPK
3135,Mehar Filling Station & Traders,Chiwanda On Pasrur / Sialkot Road Tehsil Pasrur,Sialkot,128.01,117.35,SIALKOT,SIALKOT,Punjab,KPK
3136,HASCOL 3,"KHAWAJA SAFDAR ROAD, SIALKOT CANTONNMENT",Sialkot,127.87,117.21,SIALKOT,SIALKOT,Punjab,KPK
3137,Farhan P/s.,Mouza Kanjrore on Kangrore Narowal Road Tehsil Shakargarh,Sialkot,127.95,117.29,SIALKOT,SIALKOT,Punjab,KPK
8019,Akbar Filling Station,"pasroor road, near Bismillah chowk,Sialkot",Sialkot,128.10,117.50,SIALKOT,SIALKOT,Punjab,KPK
8039,FR Petroleum,"Kashmir Filling Station, Paccagarh, Kashmir Road,, , , Sialkot",Sialkot,128.30,117.60,SIALKOT,SIALKOT,Punjab,KPK
8045,Gill Filling Station,"Sialkot Pasroor Road, Near Diska Moor, Pasroor",Pasroor,128.30,117.60,SIALKOT,SIALKOT,Punjab,KPK
8082,S.S Filling Station,"Kashmir Road, Sialkot",Sialkot,128.30,117.60,SIALKOT,SIALKOT,Punjab,KPK
8084,Sarosh Petroleum,Total Parco Pakistan Ltd . Kotli Loharan Sialkot,Sialkot,128.30,117.60,SIALKOT,SIALKOT,Punjab,KPK
8280,Gas Power Filling Station,"Gas Power F/S, Khawaja Safdar Rd, Sialkot Cantonement, Sialkot",SIALKOT,128.30,117.60,SIALKOT,SIALKOT,Punjab,KPK
8281,AS Petroleum,"A.S. Petroleum, Opposite Main Group of Chakwal W adda Bags Stop, Sambrial",Sambrial,128.10,117.50,SIALKOT,SIALKOT,Punjab,KPK
8328,ALREHMAT  SAGAVIEW,KM NO.45 & 46 AT MOUZA PAKKI KOTLI Daska Road NEAR SAGA SPORTS,SIALKOT,128.30,117.70,SIALKOT,SIALKOT,Punjab,KPK
8391,CHAMAN  PETROLEUM,"1 KM, SIALKOT -W AZIRABAD ROAD, NEAR NOUL MORE HARAR OPPOSITE NOBLE PUBLIC SCHOOL",SIALKOT,128.40,117.70,SIALKOT,SIALKOT,Punjab,KPK
8688,SUPER SERVICE STATION,RAILW AY ROAD UNDER FLYOVER NEAR JINNAH STADIUM,SIALKOT,128.40,117.70,SIALKOT,SIALKOT,Punjab,KPK
8694,TAJ PETROLEUM - DSK,"KM NO. 17 & 18, GUJRANW ALA-DASKA ROAD, MORE GALOTIAN",DASKA,128.30,117.70,SIALKOT,SIALKOT,Punjab,KPK
8714,W ARIS F/S,"MOUZA W AHGA KINGRA- SIALKOT ROAD,W AHGA",SIALKOT,128.40,117.80,SIALKOT,SIALKOT,Punjab,KPK
8726,BHUTTA BROTHERS & CO.,"Bhalowali Chowk, Sialkot- Eminabad Road, Tehsil Daska, Sialkot",SIALKOT,128.00,117.40,SIALKOT,SIALKOT,Punjab,KPK
8820,MIAN G FILLING STATION,"SAMBRIAL ROAD,",,127.82,117.16,SIALKOT,SIALKOT,Punjab,KPK
8821,ALI CNG & FILLING STATION,"DASKA ROAD,",,127.98,117.32,SIALKOT,SIALKOT,Punjab,KPK
8822,SUBHAN-AULLAH FILLING STATION,MOZA DASKA,,127.90,117.24,SIALKOT,SIALKOT,Punjab,KPK
8823,ALI AKBAR FILLING STATION,4-KM FROM SIALKOT,,127.83,117.17,SIALKOT,SIALKOT,Punjab,FATA
8824,CHOHAN FILLING STATION,GOLOPALA TAHSEEL & DISTRIC SIALKOT,,127.93,117.27,SIALKOT,SIALKOT,Punjab,Punjab
8825,GILL FILLING STATION,39 KM FROM SIALKOT AIMENABAD,,128.11,117.45,SIALKOT,SIALKOT,Punjab,Punjab
8826,BUTT FILLING STATION,"ADDLAT GHAR ROAD,SIALKOT",,127.86,117.20,SIALKOT,SIALKOT,Punjab,Punjab
8827,ASKE LASANI 3,10 KM FROM SIALKOT AIMENABAD,,127.83,117.17,SIALKOT,SIALKOT,Punjab,Punjab
9403,TARIQ PETROLEUM SERVICE,At Mouza Dabbhi on Kotli Lawara-Head Marla Road Sialkot,CHAKPIRANA,80.75,72.07,SIALKOT,SIALKOT,Punjab,Punjab
9481,Sahi F/S,Daska Sialkot Rd. at Jassarwala,Chak Pirana,73.02,64.77,SIALKOT,SIALKOT,Punjab,Punjab
10183,Ahmad Petroleum Services Daska,,Daska,127.77,117.11,SIALKOT,SIALKOT,Punjab,Punjab
10184,Askari 11 Filling Station Sialkot,,Sialkot,127.83,117.17,SIALKOT,SIALKOT,Punjab,Punjab
10185,Askari 4 F/s Sialkot (Askari CNG Project),,Sialkot,127.90,117.24,SIALKOT,SIALKOT,Punjab,Punjab
10186,Askari Petroleum Service Sambrial City,,Sialkot,127.76,117.10,SIALKOT,SIALKOT,Punjab,Punjab
10187,Bajwat Filling Station Sialkot,,Sialkot,127.91,117.25,SIALKOT,SIALKOT,Punjab,Punjab
10188,Ch. Abdul Hameed Petroleum Sialkot,,Sialkot,127.84,117.18,SIALKOT,SIALKOT,Punjab,Punjab
10189,Chaudhry Majeed Filling Station Sialkot,,Sialkot,127.89,117.23,SIALKOT,SIALKOT,Punjab,Punjab
10190,Cheema CNG & Filling Station Daska,,Daska,127.75,117.09,SIALKOT,SIALKOT,Punjab,Punjab
10191,Dogar Petroleum Services Pasrur City,,Sialkot,128.01,117.35,SIALKOT,SIALKOT,Punjab,Punjab
10192,Gazcon CNG & Filling Station Sialkot,,Sialkot,127.90,117.24,SIALKOT,SIALKOT,Punjab,Punjab
10193,Ghuman Petroleum Services Sialkot,,Sialkot,127.90,117.24,SIALKOT,SIALKOT,Punjab,Punjab
10194,Gujjar Filling Station (Sahowali) Sialkot,,Sialkot,127.96,117.30,SIALKOT,SIALKOT,Punjab,Punjab
10195,Madina Filling Station Sialkot,,Sialkot,127.95,117.29,SIALKOT,SIALKOT,Punjab,Punjab
10196,Majeed Filling Station Sialkot,,Head Marala,127.86,117.20,SIALKOT,SIALKOT,Punjab,Punjab
10197,Mughal Petroleum Services Daska,,Daska,127.77,117.11,SIALKOT,SIALKOT,Punjab,Punjab
10198,Sair Petroleum Services Sialkot,,Sialkot,127.86,117.20,SIALKOT,SIALKOT,Punjab,Punjab
10199,Shareef Petroleum Services Sialkot,,Sialkot,127.97,117.31,SIALKOT,SIALKOT,Punjab,Punjab
25,AL- KARAM PETROLEUM,"Mouza Kot Chaddu, (Adda Bhelo Mar), B/W 35-36 KM from Gujranwala on Gujranwala Sialkot Road (14-15 KM from Sialkot)",Sialkot,86.47,77.93,SIALKOT,SIALKOT,Punjab,Punjab
37,AL-FATEH PETROLEUM SERVICE,"Mouza Badiana Pasroor Road, Sialkot",Sialkot,86.70,78.14,SIALKOT,SIALKOT,Punjab,Punjab
98,ATIF FILLING STATION,"Mouza Kamalpur,B/W 10-11 Km from Sialkot, on Sialkot Aimnabad Road, Tehsil Daska, Dist. Sialkot",Sialkot,86.68,78.12,SIALKOT,SIALKOT,Punjab,Punjab
121,BUTT FILLING & CNG STATION,"Mouza Chawinda, B/W 7-8Km from Badiana on Badiana-Chawinda- Zafarwal Road, Pasroor, Sialkot",Sialkot,86.78,78.21,SIALKOT,SIALKOT,Punjab,Punjab
125,CH.MUSHTAQ & SONS FILLING STATION,"Mouza Jhai, Chappar Sialkot Road, Tehsil & Dist. Sialkot",Sialkot,86.86,78.28,SIALKOT,SIALKOT,Punjab,Punjab
128,CHAIRMAN FILLING STATION,"Mouza Kakeywali, B/W 5-6 KM From Sialkot On Khawaja Safdar Road, Teh. Sialkot",Sialkot,86.53,77.99,SIALKOT,SIALKOT,Punjab,Punjab
141,DANIAL PETROLEUM SERVICE,"Mouza Kanpur B/W 5-6KM from Sialkot-Chinar Road, Tehsil & Dist. Sialkot",Sialkot,86.78,78.21,SIALKOT,SIALKOT,Punjab,Punjab
262,LOGO FILING STATION,arazi yaqoob b/w km 1/2 from sialkot on sialkot eminabad road dist sialkot,Sialkot,86.42,77.89,SIALKOT,SIALKOT,Punjab,Punjab
310,Muhammad Rafiq Filling Station,"Mouza Islam Pura, Through B/W 30-31 Km from Sialkot Shahargarh Road, Tehsil & District Sialkot.",Sialkot,86.81,78.24,SIALKOT,SIALKOT,Punjab,Punjab
413,SHAMS FILLING STATION,"Mouza Rasoolpur, Kurana Adda B/W KM 12/13 Sialkot-Zafarwal Rd.",Sialkot,86.48,77.95,SIALKOT,SIALKOT,Punjab,Punjab
434,TALHA PETROLEUM SERVICE,"Mouza Dhanawala, Sambrail-Kot, Lohran Road",Sialkot,86.78,78.21,SIALKOT,SIALKOT,Punjab,Punjab
6724,AL- KARAM PETROLEUM,"Mouza Kot Chaddu, (Adda Bhelo Mar), B/W 35-36 KM",Sialkot,127.92,117.26,SIALKOT,SIALKOT,Punjab,Punjab
6738,AL-FATEH PETROLEUM SERVICE,"Mouza Badiana Pasroor Road, Sialkot",Sialkot,128.03,117.37,SIALKOT,SIALKOT,Punjab,Punjab
6786,AL-WATTAN PETROLEUM SERVICE,Between KM 26/27 Gujranwala-Sialkot Rd. Mouza GagaTeh. Daska,Sialkot,127.89,117.23,SIALKOT,SIALKOT,Punjab,Punjab
6805,ATIF FILLING STATION,"Mouza Kamalpur,B/W 10-11 Km from Sialkoton Sialkot Aimnabad Road,",Sialkot,127.96,117.3,SIALKOT,SIALKOT,Punjab,Punjab
6831,BUTT FILLING & CNG STATION,"Mouza Chawinda, B/W 7-8Km from Badianaon Badiana-Chawinda- Zafarwal Road, Pasroor",Sialkot,127.97,117.31,SIALKOT,SIALKOT,Punjab,Punjab
6836,CH.MUSHTAQ & SONS FILLING STATION,"Mouza Jhai, Chappar Sialkot Road,",Sialkot,127.83,117.17,SIALKOT,SIALKOT,Punjab,Punjab
6839,CHAIRMAN FILLING STATION,"Mouza Kakeywali, B/W 5-6 KM From SialkotOn Khawaja Safdar Road",Sialkot,127.95,117.29,SIALKOT,SIALKOT,Punjab,Punjab
6854,DANIAL PETROLEUM SERVICE,"Mouza Kanpur B/W 5-6KM from Sialkot-Chinar Road,",Sialkot,128.3,117.64,SIALKOT,SIALKOT,Punjab,Punjab
6934,ILYAS GHUMAN FILLING STATION,"Mouza Mundair Khurd, B/W 11-12 KM from SialkotSialkot Sambrial Road,",Sialkot,128.02,117.36,SIALKOT,SIALKOT,Punjab,Punjab
6970,KHURSHID AKBAR PETROLEUM & CNG,"Sambrial Wazirabad Main Road, Tehsil Sambrial Dist",Sialkot,127.77,117.11,SIALKOT,SIALKOT,Punjab,Punjab
6992,LOGO FILING STATION,Arazi Yaqoob B/W KM No 1/2 From Sialkot On Sialkot Eminabad road,Sialkot,127.98,117.32,SIALKOT,SIALKOT,Punjab,Punjab
7045,Muhammad Rafiq Filling Station,"Khasra no 568, Khatooni No. 116,khewat no 68, Mouza Islampur tharoh on sailkot/shakargar road,tehsil
pasroor ,Sialkot",Sialkot,127.89,117.23,SIALKOT,SIALKOT,Punjab,Punjab
7080,NEW NATIONAL FILLING STATION,"Mouza Sirianwali National Rice Mills, Tehsil Daska",Sialkot,127.84,117.18,SIALKOT,SIALKOT,Punjab,Punjab
7173,SHAMS FILLING STATION,"Mouza Rasoolpur, Kurana Adda B/W KM 12/13 Sialkot-Zafarwal Rd.",Sialkot,128,117.34,SIALKOT,SIALKOT,Punjab,Punjab
7199,TALHA PETROLEUM SERVICE,"Mouza Dhanawala, Sambrail-Sambrial-Kotli-Lahawan Road",Sialkot,127.76,117.1,SIALKOT,SIALKOT,Punjab,Punjab
7287,AL BARKAT FILLING STATION,MARALA ROAD,SIALKOT,128.09,117.43,SIALKOT,SIALKOT,Punjab,Punjab
